GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,ABW,Aruba,2023,HPV_FEM,"HPV Female, final dose",OFFICIAL,Official coverage,,,63.78
COUNTRIES,ABW,Aruba,2023,HPV_FEM1,"HPV Female, 1st dose",ADMIN,Administrative coverage,693,486,70.13
COUNTRIES,ABW,Aruba,2023,HPV_FEM1,"HPV Female, 1st dose",OFFICIAL,Official coverage,,,70.13
COUNTRIES,ABW,Aruba,2023,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,945,926,97.99
COUNTRIES,ABW,Aruba,2023,IPV1,"Inactivated polio-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.99
COUNTRIES,ABW,Aruba,2023,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,945,918,97.14
COUNTRIES,ABW,Aruba,2023,IPV2,"Inactivated polio-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.14
COUNTRIES,ABW,Aruba,2023,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1044,973,93.2
COUNTRIES,ABW,Aruba,2023,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.2
COUNTRIES,ABW,Aruba,2023,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1219,989,81.13
COUNTRIES,ABW,Aruba,2023,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,945,927,98.1
COUNTRIES,ABW,Aruba,2023,PCV1,"Pneumococcal conjugate vaccine, 1st dose",OFFICIAL,Official coverage,,,98.1
COUNTRIES,ABW,Aruba,2023,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,945,916,96.93
COUNTRIES,ABW,Aruba,2023,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.93
COUNTRIES,ABW,Aruba,2023,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1044,953,91.28
COUNTRIES,ABW,Aruba,2023,PCV3,"Pneumococcal conjugate vaccine, final dose",OFFICIAL,Official coverage,,,91.28
COUNTRIES,ABW,Aruba,2023,PERCV_PW,"Pertussis-containing vaccine, pregnant women",ADMIN,Administrative coverage,945,8,0.85
COUNTRIES,ABW,Aruba,2023,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1044,945,90.52
COUNTRIES,ABW,Aruba,2023,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,90.52
COUNTRIES,ABW,Aruba,2023,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,945,907,95.98
COUNTRIES,ABW,Aruba,2023,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1044,945,90.52
COUNTRIES,ABW,Aruba,2023,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,90.52
COUNTRIES,ABW,Aruba,2023,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1219,1008,82.69
COUNTRIES,ABW,Aruba,2022,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022,892,87.28
COUNTRIES,ABW,Aruba,2022,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1296,1092,84.26
COUNTRIES,ABW,Aruba,2022,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",OFFICIAL,Official coverage,,,84.26
COUNTRIES,ABW,Aruba,2022,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1434,1151,80.26
COUNTRIES,ABW,Aruba,2022,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,80.26
COUNTRIES,ABW,Aruba,2022,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1028,999,97.18
COUNTRIES,ABW,Aruba,2022,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1028,967,94.07
COUNTRIES,ABW,Aruba,2022,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1028,953,92.7
COUNTRIES,ABW,Aruba,2022,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1028,967,94.07
COUNTRIES,ABW,Aruba,2022,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,688,411,59.74
COUNTRIES,ABW,Aruba,2022,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1028,999,97.18
COUNTRIES,ABW,Aruba,2022,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1028,999,97.18
COUNTRIES,ABW,Aruba,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1022,936,91.59
COUNTRIES,ABW,Aruba,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1296,1076,83.02
COUNTRIES,ABW,Aruba,2022,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1028,991,96.4
COUNTRIES,ABW,Aruba,2022,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1028,982,95.53
COUNTRIES,ABW,Aruba,2022,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1022,905,88.55
COUNTRIES,ABW,Aruba,2022,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022,892,87.28
COUNTRIES,ABW,Aruba,2022,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1028,967,94.07
COUNTRIES,ABW,Aruba,2022,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1022,936,91.59
COUNTRIES,ABW,Aruba,2022,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022,892,87.28
COUNTRIES,ABW,Aruba,2022,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1296,1092,84.26
COUNTRIES,ABW,Aruba,2022,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",OFFICIAL,Official coverage,,,84.26
COUNTRIES,ABW,Aruba,2022,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1434,1151,80.26
COUNTRIES,ABW,Aruba,2022,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,80.26
COUNTRIES,ABW,Aruba,2021,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1188,1008,84.85
COUNTRIES,ABW,Aruba,2021,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1325,1030,77.74
COUNTRIES,ABW,Aruba,2021,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1417,1232,86.94
COUNTRIES,ABW,Aruba,2021,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1046,1020,97.51
COUNTRIES,ABW,Aruba,2021,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1046,973,93.02
COUNTRIES,ABW,Aruba,2021,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1046,961,91.87
COUNTRIES,ABW,Aruba,2021,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1046,973,93.02
COUNTRIES,ABW,Aruba,2021,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,761,474,62.29
COUNTRIES,ABW,Aruba,2021,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1046,1020,97.51
COUNTRIES,ABW,Aruba,2021,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1046,1009,96.46
COUNTRIES,ABW,Aruba,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1188,1115,93.86
COUNTRIES,ABW,Aruba,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1325,1013,76.45
COUNTRIES,ABW,Aruba,2021,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1046,1019,97.42
COUNTRIES,ABW,Aruba,2021,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1046,991,94.74
COUNTRIES,ABW,Aruba,2021,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1188,1074,90.4
COUNTRIES,ABW,Aruba,2021,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1188,1008,84.85
COUNTRIES,ABW,Aruba,2021,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1046,973,93.02
COUNTRIES,ABW,Aruba,2021,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1188,1115,93.86
COUNTRIES,ABW,Aruba,2021,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1325,1030,77.74
COUNTRIES,ABW,Aruba,2021,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1417,1232,86.94
COUNTRIES,ABW,Aruba,2019,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242,1140,92
COUNTRIES,ABW,Aruba,2019,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1448,1234,85
COUNTRIES,ABW,Aruba,2019,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1590,1462,92
COUNTRIES,ABW,Aruba,2019,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1181,1165,99
COUNTRIES,ABW,Aruba,2019,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1181,1132,96
COUNTRIES,ABW,Aruba,2019,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1181,1108,94
COUNTRIES,ABW,Aruba,2019,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1181,1132,96
COUNTRIES,ABW,Aruba,2019,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,815,517,63
COUNTRIES,ABW,Aruba,2019,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1181,1165,99
COUNTRIES,ABW,Aruba,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1242,1182,95
COUNTRIES,ABW,Aruba,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1448,1224,85
COUNTRIES,ABW,Aruba,2019,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1181,1164,99
COUNTRIES,ABW,Aruba,2019,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1181,1142,97
COUNTRIES,ABW,Aruba,2019,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1242,1136,91
COUNTRIES,ABW,Aruba,2019,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242,1140,92
COUNTRIES,ABW,Aruba,2019,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1181,1132,96
COUNTRIES,ABW,Aruba,2019,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1242,1182,95
COUNTRIES,ABW,Aruba,2019,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242,1140,92
COUNTRIES,ABW,Aruba,2019,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1448,1234,85
COUNTRIES,ABW,Aruba,2019,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1590,1462,92
COUNTRIES,ABW,Aruba,2018,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248,1164,93
COUNTRIES,ABW,Aruba,2018,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,93
COUNTRIES,ABW,Aruba,2018,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1430,1191,83
COUNTRIES,ABW,Aruba,2018,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1653,1527,92
COUNTRIES,ABW,Aruba,2018,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,92
COUNTRIES,ABW,Aruba,2018,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1243,1228,99
COUNTRIES,ABW,Aruba,2018,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1243,1162,93
COUNTRIES,ABW,Aruba,2018,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1243,1195,96
COUNTRIES,ABW,Aruba,2018,HIB3,"Hib, 3rd dose",OFFICIAL,Official coverage,,,96
COUNTRIES,ABW,Aruba,2018,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,801,404,50
COUNTRIES,ABW,Aruba,2018,HPV_FEM,"HPV Female, final dose",OFFICIAL,Official coverage,,,50
COUNTRIES,ABW,Aruba,2018,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1243,1228,99
COUNTRIES,ABW,Aruba,2018,IPV1,"Inactivated polio-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,ABW,Aruba,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1248,1206,97
COUNTRIES,ABW,Aruba,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
COUNTRIES,ABW,Aruba,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1430,1185,83
COUNTRIES,ABW,Aruba,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,83
COUNTRIES,ABW,Aruba,2018,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1243,1223,98
COUNTRIES,ABW,Aruba,2018,PCV1,"Pneumococcal conjugate vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,ABW,Aruba,2018,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1243,1201,97
COUNTRIES,ABW,Aruba,2018,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1248,1178,94
COUNTRIES,ABW,Aruba,2018,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248,1164,93
COUNTRIES,ABW,Aruba,2018,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1243,1195,96
COUNTRIES,ABW,Aruba,2018,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1248,1206,97
COUNTRIES,ABW,Aruba,2018,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248,1164,93
COUNTRIES,ABW,Aruba,2018,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1430,1191,83
COUNTRIES,ABW,Aruba,2018,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1653,1527,92
COUNTRIES,ABW,Aruba,2017,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1271,1193,94
COUNTRIES,ABW,Aruba,2017,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1252,1245,99
COUNTRIES,ABW,Aruba,2017,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1252,1214,97
COUNTRIES,ABW,Aruba,2017,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1252,1185,95
COUNTRIES,ABW,Aruba,2017,HEPB3,"HepB, 3rd dose",OFFICIAL,Official coverage,,,95
COUNTRIES,ABW,Aruba,2017,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1252,1214,97
COUNTRIES,ABW,Aruba,2017,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1252,1245,99
COUNTRIES,ABW,Aruba,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1271,1227,97
COUNTRIES,ABW,Aruba,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1392,1243,89
COUNTRIES,ABW,Aruba,2017,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1252,1238,99
COUNTRIES,ABW,Aruba,2017,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1252,1222,98
COUNTRIES,ABW,Aruba,2017,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1271,1179,93
COUNTRIES,ABW,Aruba,2017,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1252,1214,97
COUNTRIES,ABW,Aruba,2017,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1271,1227,97
COUNTRIES,AFG,Afghanistan,2024,BCG,BCG,ADMIN,Administrative coverage,2002760,1929249,96.33
COUNTRIES,AFG,Afghanistan,2024,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,68
COUNTRIES,AFG,Afghanistan,2024,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1910633,1814967,94.99
COUNTRIES,AFG,Afghanistan,2024,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1910633,1622836,84.94
COUNTRIES,AFG,Afghanistan,2024,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,2002760,1179134,58.88
COUNTRIES,AFG,Afghanistan,2024,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1910633,1622836,84.94
COUNTRIES,AFG,Afghanistan,2024,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1910633,1622836,84.94
COUNTRIES,AFG,Afghanistan,2024,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1910633,1624371,85.02
COUNTRIES,AFG,Afghanistan,2024,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1910633,1328572,69.54
COUNTRIES,AFG,Afghanistan,2024,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1910633,1495172,78.26
COUNTRIES,AFG,Afghanistan,2024,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1910633,1179476,61.73
COUNTRIES,AFG,Afghanistan,2024,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1910633,1800719,94.25
COUNTRIES,AFG,Afghanistan,2024,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1910633,1653810,86.56
