GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,AFG,Afghanistan,2024,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1910633.0,1800719.0,94.25
COUNTRIES,AFG,Afghanistan,2024,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1910633.0,1653810.0,86.56
COUNTRIES,AFG,Afghanistan,2024,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1910633.0,1604546.0,83.98
COUNTRIES,AFG,Afghanistan,2024,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1910633.0,1622450.0,84.92
COUNTRIES,AFG,Afghanistan,2024,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,1910633.0,1690480.0,88.48
COUNTRIES,AFG,Afghanistan,2024,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,1910633.0,1528847.0,80.02
COUNTRIES,AFG,Afghanistan,2024,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,56.0
COUNTRIES,AFG,Afghanistan,2024,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4776582.0,3115964.0,65.23
COUNTRIES,ABW,Aruba,2017,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1271.0,1193.0,94.0
COUNTRIES,ABW,Aruba,2017,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1252.0,1245.0,99.0
COUNTRIES,ABW,Aruba,2017,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1252.0,1214.0,97.0
COUNTRIES,ABW,Aruba,2017,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1252.0,1185.0,95.0
COUNTRIES,ABW,Aruba,2017,HEPB3,"HepB, 3rd dose",OFFICIAL,Official coverage,,,95.0
COUNTRIES,ABW,Aruba,2017,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1252.0,1214.0,97.0
COUNTRIES,ABW,Aruba,2017,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1252.0,1245.0,99.0
COUNTRIES,ABW,Aruba,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1271.0,1227.0,97.0
COUNTRIES,ABW,Aruba,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1392.0,1243.0,89.0
COUNTRIES,ABW,Aruba,2017,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1252.0,1238.0,99.0
COUNTRIES,ABW,Aruba,2017,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1252.0,1222.0,98.0
COUNTRIES,ABW,Aruba,2017,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1271.0,1179.0,93.0
COUNTRIES,ABW,Aruba,2017,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1252.0,1214.0,97.0
COUNTRIES,ABW,Aruba,2017,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1271.0,1227.0,97.0
COUNTRIES,ABW,Aruba,2018,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248.0,1164.0,93.0
COUNTRIES,ABW,Aruba,2018,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,93.0
COUNTRIES,ABW,Aruba,2018,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1430.0,1191.0,83.0
COUNTRIES,ABW,Aruba,2018,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1653.0,1527.0,92.0
COUNTRIES,ABW,Aruba,2018,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,92.0
COUNTRIES,ABW,Aruba,2018,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1243.0,1228.0,99.0
COUNTRIES,ABW,Aruba,2018,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1243.0,1162.0,93.0
COUNTRIES,ABW,Aruba,2018,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1243.0,1195.0,96.0
COUNTRIES,ABW,Aruba,2018,HIB3,"Hib, 3rd dose",OFFICIAL,Official coverage,,,96.0
COUNTRIES,ABW,Aruba,2018,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,801.0,404.0,50.0
COUNTRIES,ABW,Aruba,2018,HPV_FEM,"HPV Female, final dose",OFFICIAL,Official coverage,,,50.0
COUNTRIES,ABW,Aruba,2018,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1243.0,1228.0,99.0
COUNTRIES,ABW,Aruba,2018,IPV1,"Inactivated polio-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.0
COUNTRIES,ABW,Aruba,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1248.0,1206.0,97.0
COUNTRIES,ABW,Aruba,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.0
COUNTRIES,ABW,Aruba,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1430.0,1185.0,83.0
COUNTRIES,ABW,Aruba,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,83.0
COUNTRIES,ABW,Aruba,2018,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1243.0,1223.0,98.0
COUNTRIES,ABW,Aruba,2018,PCV1,"Pneumococcal conjugate vaccine, 1st dose",OFFICIAL,Official coverage,,,98.0
COUNTRIES,ABW,Aruba,2018,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1243.0,1201.0,97.0
COUNTRIES,ABW,Aruba,2018,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1248.0,1178.0,94.0
COUNTRIES,ABW,Aruba,2018,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248.0,1164.0,93.0
COUNTRIES,ABW,Aruba,2018,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1243.0,1195.0,96.0
COUNTRIES,ABW,Aruba,2018,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1248.0,1206.0,97.0
COUNTRIES,ABW,Aruba,2018,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1248.0,1164.0,93.0
COUNTRIES,ABW,Aruba,2018,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1430.0,1191.0,83.0
COUNTRIES,ABW,Aruba,2018,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1653.0,1527.0,92.0
COUNTRIES,ABW,Aruba,2019,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242.0,1140.0,92.0
COUNTRIES,ABW,Aruba,2019,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1448.0,1234.0,85.0
COUNTRIES,ABW,Aruba,2019,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1590.0,1462.0,92.0
COUNTRIES,ABW,Aruba,2019,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1181.0,1165.0,99.0
COUNTRIES,ABW,Aruba,2019,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1181.0,1132.0,96.0
COUNTRIES,ABW,Aruba,2019,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1181.0,1108.0,94.0
COUNTRIES,ABW,Aruba,2019,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1181.0,1132.0,96.0
COUNTRIES,ABW,Aruba,2019,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,815.0,517.0,63.0
COUNTRIES,ABW,Aruba,2019,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1181.0,1165.0,99.0
COUNTRIES,ABW,Aruba,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1242.0,1182.0,95.0
COUNTRIES,ABW,Aruba,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1448.0,1224.0,85.0
COUNTRIES,ABW,Aruba,2019,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1181.0,1164.0,99.0
COUNTRIES,ABW,Aruba,2019,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1181.0,1142.0,97.0
COUNTRIES,ABW,Aruba,2019,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1242.0,1136.0,91.0
COUNTRIES,ABW,Aruba,2019,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242.0,1140.0,92.0
COUNTRIES,ABW,Aruba,2019,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1181.0,1132.0,96.0
COUNTRIES,ABW,Aruba,2019,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1242.0,1182.0,95.0
COUNTRIES,ABW,Aruba,2019,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1242.0,1140.0,92.0
COUNTRIES,ABW,Aruba,2019,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1448.0,1234.0,85.0
COUNTRIES,ABW,Aruba,2019,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1590.0,1462.0,92.0
COUNTRIES,ABW,Aruba,2021,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1188.0,1008.0,84.85
COUNTRIES,ABW,Aruba,2021,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1325.0,1030.0,77.74
COUNTRIES,ABW,Aruba,2021,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1417.0,1232.0,86.94
COUNTRIES,ABW,Aruba,2021,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1046.0,1020.0,97.51
COUNTRIES,ABW,Aruba,2021,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1046.0,973.0,93.02
COUNTRIES,ABW,Aruba,2021,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1046.0,961.0,91.87
COUNTRIES,ABW,Aruba,2021,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1046.0,973.0,93.02
COUNTRIES,ABW,Aruba,2021,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,761.0,474.0,62.29
COUNTRIES,ABW,Aruba,2021,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1046.0,1020.0,97.51
COUNTRIES,ABW,Aruba,2021,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1046.0,1009.0,96.46
COUNTRIES,ABW,Aruba,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1188.0,1115.0,93.86
COUNTRIES,ABW,Aruba,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1325.0,1013.0,76.45
COUNTRIES,ABW,Aruba,2021,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1046.0,1019.0,97.42
COUNTRIES,ABW,Aruba,2021,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1046.0,991.0,94.74
COUNTRIES,ABW,Aruba,2021,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1188.0,1074.0,90.4
COUNTRIES,ABW,Aruba,2021,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1188.0,1008.0,84.85
COUNTRIES,ABW,Aruba,2021,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1046.0,973.0,93.02
COUNTRIES,ABW,Aruba,2021,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1188.0,1115.0,93.86
COUNTRIES,ABW,Aruba,2021,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1325.0,1030.0,77.74
COUNTRIES,ABW,Aruba,2021,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1417.0,1232.0,86.94
COUNTRIES,ABW,Aruba,2022,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022.0,892.0,87.28
COUNTRIES,ABW,Aruba,2022,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1296.0,1092.0,84.26
COUNTRIES,ABW,Aruba,2022,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",OFFICIAL,Official coverage,,,84.26
COUNTRIES,ABW,Aruba,2022,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1434.0,1151.0,80.26
COUNTRIES,ABW,Aruba,2022,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,80.26
COUNTRIES,ABW,Aruba,2022,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1028.0,999.0,97.18
COUNTRIES,ABW,Aruba,2022,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1028.0,967.0,94.07
COUNTRIES,ABW,Aruba,2022,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1028.0,953.0,92.7
COUNTRIES,ABW,Aruba,2022,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1028.0,967.0,94.07
COUNTRIES,ABW,Aruba,2022,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,688.0,411.0,59.74
COUNTRIES,ABW,Aruba,2022,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1028.0,999.0,97.18
COUNTRIES,ABW,Aruba,2022,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1028.0,999.0,97.18
COUNTRIES,ABW,Aruba,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1022.0,936.0,91.59
COUNTRIES,ABW,Aruba,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1296.0,1076.0,83.02
COUNTRIES,ABW,Aruba,2022,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1028.0,991.0,96.4
COUNTRIES,ABW,Aruba,2022,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1028.0,982.0,95.53
COUNTRIES,ABW,Aruba,2022,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1022.0,905.0,88.55
COUNTRIES,ABW,Aruba,2022,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022.0,892.0,87.28
COUNTRIES,ABW,Aruba,2022,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1028.0,967.0,94.07
COUNTRIES,ABW,Aruba,2022,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,1022.0,936.0,91.59
COUNTRIES,ABW,Aruba,2022,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1022.0,892.0,87.28
COUNTRIES,ABW,Aruba,2022,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1296.0,1092.0,84.26
COUNTRIES,ABW,Aruba,2022,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",OFFICIAL,Official coverage,,,84.26
COUNTRIES,ABW,Aruba,2022,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1434.0,1151.0,80.26
COUNTRIES,ABW,Aruba,2022,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,80.26
COUNTRIES,ABW,Aruba,2023,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1044.0,945.0,90.52
COUNTRIES,ABW,Aruba,2023,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,90.52
COUNTRIES,ABW,Aruba,2023,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1219.0,1008.0,82.69
COUNTRIES,ABW,Aruba,2023,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",OFFICIAL,Official coverage,,,82.69
COUNTRIES,ABW,Aruba,2023,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,1468.0,1219.0,83.04
COUNTRIES,ABW,Aruba,2023,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",OFFICIAL,Official coverage,,,83.04
COUNTRIES,ABW,Aruba,2023,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,945.0,926.0,97.99
COUNTRIES,ABW,Aruba,2023,DTPCV1,"DTP-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.99
COUNTRIES,ABW,Aruba,2023,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,945.0,907.0,95.98
COUNTRIES,ABW,Aruba,2023,DTPCV3,"DTP-containing vaccine, 3rd dose",OFFICIAL,Official coverage,,,95.98
COUNTRIES,ABW,Aruba,2023,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,945.0,896.0,94.81
COUNTRIES,ABW,Aruba,2023,HEPB3,"HepB, 3rd dose",OFFICIAL,Official coverage,,,94.81
COUNTRIES,ABW,Aruba,2023,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,945.0,907.0,95.98
COUNTRIES,ABW,Aruba,2023,HIB3,"Hib, 3rd dose",OFFICIAL,Official coverage,,,95.98
COUNTRIES,ABW,Aruba,2023,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,693.0,442.0,63.78
COUNTRIES,ABW,Aruba,2023,HPV_FEM,"HPV Female, final dose",OFFICIAL,Official coverage,,,63.78
COUNTRIES,ABW,Aruba,2023,HPV_FEM1,"HPV Female, 1st dose",ADMIN,Administrative coverage,693.0,486.0,70.13
COUNTRIES,ABW,Aruba,2023,HPV_FEM1,"HPV Female, 1st dose",OFFICIAL,Official coverage,,,70.13
COUNTRIES,ABW,Aruba,2023,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,945.0,926.0,97.99
COUNTRIES,ABW,Aruba,2023,IPV1,"Inactivated polio-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.99
COUNTRIES,ABW,Aruba,2023,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,945.0,918.0,97.14
COUNTRIES,ABW,Aruba,2023,IPV2,"Inactivated polio-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.14
COUNTRIES,ABW,Aruba,2023,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1044.0,973.0,93.2
COUNTRIES,ABW,Aruba,2023,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.2
COUNTRIES,ABW,Aruba,2023,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1219.0,989.0,81.13
COUNTRIES,ABW,Aruba,2023,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,945.0,927.0,98.1
COUNTRIES,ABW,Aruba,2023,PCV1,"Pneumococcal conjugate vaccine, 1st dose",OFFICIAL,Official coverage,,,98.1
COUNTRIES,ABW,Aruba,2023,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,945.0,916.0,96.93
COUNTRIES,ABW,Aruba,2023,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.93
COUNTRIES,ABW,Aruba,2023,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1044.0,953.0,91.28
COUNTRIES,ABW,Aruba,2023,PCV3,"Pneumococcal conjugate vaccine, final dose",OFFICIAL,Official coverage,,,91.28
COUNTRIES,ABW,Aruba,2023,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1044.0,945.0,90.52
COUNTRIES,ABW,Aruba,2023,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,90.52
COUNTRIES,ABW,Aruba,2023,PERCV_PW,"Pertussis-containing vaccine, pregnant women",ADMIN,Administrative coverage,945.0,8.0,0.85
COUNTRIES,ABW,Aruba,2023,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,945.0,907.0,95.98
COUNTRIES,ABW,Aruba,2023,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,1044.0,945.0,90.52
COUNTRIES,ABW,Aruba,2023,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,90.52
COUNTRIES,ABW,Aruba,2023,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1219.0,1008.0,82.69
COUNTRIES,ABW,Aruba,2024,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,948.0,879.0,92.72
COUNTRIES,ABW,Aruba,2024,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",OFFICIAL,Official coverage,,,92.72
COUNTRIES,ABW,Aruba,2024,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,1235.0,1059.0,85.75
